Title,URL,release_year,rating,votes,type,des,pos,crews,stars
803. American Dream: The True Story,/title/tt2225858/?ref_=sr_i_803,2014,6.3,(7),Short,"The journey of a young Christian man from Pakistan who travels to the United States to escape persecution against Christians and to realize his American dream, only to find that the escape to free shores may have come at a cost. As he embraces the possibilities that freedom and democracy bring; he also succumbs to a variety of means to achieve the dream, which may take him to places worse than what he was trying to get away from in the first place.","https://m.media-amazon.com/images/M/MV5BMzk0MzkxNzctYTZmYy00Zjk1LWIwMTEtZGViMTA0NDgxZWQ3XkEyXkFqcGdeQXVyNDkwMDAwOQ@@._V1_QL75_UY207_CR8,0,140,207_.jpg","['Short', 'Drama', 'Back to top']",['Hassan Raza']
804. Sassi Punno,/title/tt14266356/?ref_=sr_i_804,2004,,,,,"https://m.media-amazon.com/images/M/MV5BZWY0YjE0NDMtMjY5NS00NWY1LTgzYjgtNjUzMWEzNzQwZTZlXkEyXkFqcGdeQXVyMTk4NzE5OTE@._V1_QL75_UY207_CR89,0,140,207_.jpg","['Drama', 'Back to top']",['Anita Ayoob']
805. Chalte Chalte,/title/tt1333693/?ref_=sr_i_805,2007– ,7.6,(11),TV Series,,,"['Drama', 'Back to top']","['Abid Ali', 'Ajab Gul', 'Naghma', 'Neeli', 'Humayun Qureshi', 'Reema', 'Ismail Shah', 'Jawed Sheikh']"
806. Aseerzadi,/title/tt3712864/?ref_=sr_i_806,2013–2014,7.4,(19),TV Series,"""Aseer Zadi"" is a story about a family that prides itself in its traditions and all the men of the family have married thrice since their first and second wives were not capable of bearing them children. The family only thinks that the third wife can give birth to a child.",,"['Drama', 'Back to top']","['Mohammad Ali', 'Waheed Murad', 'Habibur Rehman', 'Deeba Begum', 'Nayyar Sultana', 'Mumtaz', 'Kamaal Irani', 'Khalid Salim Mota', 'Nanha', 'Aslam Pervaiz', 'Zarqa']"
807. Out Beyond,/title/tt28454727/?ref_=sr_i_807,2023,,,Short,"Ahmed is a 15-year-old boy who has a passion for drumming, but lives in a family that does not support his ambitions. He feels suppressed and afraid to express his true self because of the pressures of his family and society, leading him to mockingly play the drums in secret in the bathroom, which is his only safe space within the house.","https://m.media-amazon.com/images/M/MV5BNDFmYThjMjgtMzAyNS00YjZhLTkyZGItN2U5YjUyNjk3Y2JhXkEyXkFqcGdeQXVyMTAwODUwNDM5._V1_QL75_UX140_CR0,13,140,207_.jpg","['Drama', 'Back to top']","['Salim Halali', 'Nouman Ijaz', 'Rehan Jaffri', 'Savera Nadeem', 'Hassan Niazi']"
808. Gardish,/title/tt5503376/?ref_=sr_i_808,1987–1988,,,TV Series,,,"['Drama', 'Back to top']","['Asif Raza Mir', 'Sheheryar Munawar', 'Behroze Sabzwari', 'Shehroz Sabzwari', 'Marina Khan', 'Alishba Yousuf']"
809. Sheeda Talli,/title/tt11165468/?ref_=sr_i_809,1993,,,,,"https://m.media-amazon.com/images/M/MV5BMGM4NDhkZDUtYTliZC00OWY5LWI1Y2EtZTU4NmZiZWQzZTBhXkEyXkFqcGdeQXVyMTA4NjcyNzAx._V1_QL75_UY207_CR5,0,140,207_.jpg","['Drama', 'Back to top']","['Ajmal', 'Kalavati', 'Manorama', 'Pran Sikand']"
810. Kharidar,/title/tt28608826/?ref_=sr_i_810,1976,,,,"Daadu finds it difficult to work in a corrupt society. Hence, he begins to extort money from brothel houses of Heera Mandi and soon finds himself helping Jaggu Dada who tortured and killed prostitutes of Heera Mandi.","https://m.media-amazon.com/images/M/MV5BMWE2NmJhMjgtODUzNC00M2Y3LWE2YTYtMDk5OWZmM2EzMDQzXkEyXkFqcGdeQXVyNTA0ODI0NjA@._V1_QL75_UY207_CR4,0,140,207_.jpg","['Drama', 'Back to top']","['Raheela Agha', 'Shafqat Cheema', 'Shahid Hameed', 'Sobia Khan', 'Dua Qureshi', 'Azhar Rangeela', 'Tariq Shah', 'Akram Udaas']"
811. Gumshuda,/title/tt1627005/?ref_=sr_i_811,2010– ,,,TV Series,,"https://m.media-amazon.com/images/M/MV5BMTMxN2M1NjgtYzBmYy00OGZmLThmZTYtNDg3ODhlZDg1Zjc3XkEyXkFqcGdeQXVyNDYwMTk5ODc@._V1_QL75_UY207_CR120,0,140,207_.jpg","['Drama', 'Back to top']","['Ali Ahmad', 'Murdi Ahmad', 'Allauddin', 'Seema Begum', 'Inayat Hussain Bhatti', 'Kifayat Hussain Bhatti', 'Asad Bukhari', 'Chakram', 'Khalid Abbas Dar', 'Ali Ejaz', 'Irfan Khoosat', 'Shahida Mini', 'Salma Mumtaz', 'Khalifa Nazir', 'Niggo', 'Rani', 'Roshan', 'Rukhsana']"
812. Tanhaiyan Naye Silsilay,/title/tt5000016/?ref_=sr_i_812,2012–2013,8.5,(15),TV Series,,,"['Drama', 'Family', 'Back to top']","['Badar Munir', 'Yasmeen Khan', 'Noreen', 'Nageena', 'Naimat Sarhadi']"
813. Khanabadosh,/title/tt1603864/?ref_=sr_i_813,1952,,,,,"https://m.media-amazon.com/images/M/MV5BODE2NjlkMzgtMDc0Mi00ODJjLTlmZGItMzc2ZjEzZTg4MWY1XkEyXkFqcGdeQXVyMTI2NTE3MzM@._V1_QL75_UX140_CR0,2,140,207_.jpg","['Drama', 'Back to top']","['Sabreen Hisbani', 'Alyy Khan', 'Sohai Ali Abro', 'Mikaal Zulfiqar']"
814. Kafra,/title/tt11113672/?ref_=sr_i_814,2011,,,,,"https://m.media-amazon.com/images/M/MV5BMDgyNmQ4ODctOTUzZi00ZDQ4LWIwMzAtMTUwMzAzNjE0MzE1XkEyXkFqcGdeQXVyMTA4NjcyNzAx._V1_QL75_UY207_CR7,0,140,207_.jpg","['Drama', 'Back to top']","['Babar Ali', 'Rabab Hashim', 'Junaid Khan']"
815. Sajjan Beli,/title/tt12030668/?ref_=sr_i_815,1970,,,,,,"['Short', 'Drama', 'Horror', 'Back to top']","['Mariyam Khalif', 'Malika Zafar']"
816. Yousuf Khan Sher Bano,/title/tt3515638/?ref_=sr_i_816,1970,,,,Yusuf Khan and sherbano first story,,"['Documentary', 'Biography', 'Drama', 'Back to top']","['Mia Persson', 'Per Persson', 'Shamim Persson', 'Zarah Persson']"
817. Saat Pardon Mein,/title/tt12808290/?ref_=sr_i_817,2012– ,,,TV Series,"Darakhshanday is a young, innocent girl from Bahawalpur and a fangirl of the superstar Ehsan Muraad. She eventually succeeds to contact him but unknowingly gets in touch with his friend, Badar, who is going through psychological issue.","https://m.media-amazon.com/images/M/MV5BNDkwYzQ4MmUtOGIwMS00MDIyLWJmM2QtNzE1YmZmYTMwNmVmXkEyXkFqcGdeQXVyMTIyMjk3NDE5._V1_QL75_UY207_CR46,0,140,207_.jpg","['Drama', 'Back to top']","['Shagufta Ejaz', 'Sumbul Iqbal', 'Asif Raza Mir', 'Qaiser Naqvi', 'Faysal Qureshi']"
818. Marzi,/title/tt10858682/?ref_=sr_i_818,2016,,,TV Series,Marzi is a one-sided love story of Manaal who is living an emotionally suppressed and financially compromised life with her mother and brother. This is because Irfan supports them and hence dominates both the families.,"https://m.media-amazon.com/images/M/MV5BZmZmZjIwYTEtODU2NS00ZTg0LWEyMDktZTFlYmZiOGNjZGU0XkEyXkFqcGdeQXVyNjMwOTg0Nzc@._V1_QL75_UX140_CR0,16,140,207_.jpg","['Drama', 'Back to top']","['Danish Taimoor', 'Fatima Effendi', 'Javeria Abbasi', 'Saleem Mairaj', 'Minal Khan', 'Zhalay Sarhadi', 'Zuhab Khan', 'Ismat Zaidi', 'Taqi Ahmed', 'Qaiser Naqvi', 'Salma Zafar', 'Shahid Naqvi', 'Kanwar Arsalan']"
819. Bobo,/title/tt5956158/?ref_=sr_i_819,2016,6.6,(38),Short,"A single mother realizes the disturbing truth about Bobo, her daughter's imaginary friend.","https://m.media-amazon.com/images/M/MV5BODZmMGVmMjEtYWRhMy00NWFlLTgwYmMtZWM4MzkxM2E5ZTIwXkEyXkFqcGdeQXVyMTAzMjEzMzg@._V1_QL75_UX140_CR0,0,140,207_.jpg","['Action', 'Drama', 'Fantasy', 'Back to top']","['Azra Aftab', 'Babar Ali', 'Zeeshan Aslam', 'Shehzad Baig', 'Ijaz Bangash', 'Babbu Biral', 'Nighat Butt', 'Zafar Hamid', 'Mohammad Iftikhar Iffi', 'Sheen Javed', 'Bilal Khan', 'Danial Khan', 'Farooq Ali Khan', 'Salman Ali Khan', 'Irfan Khoosat', 'Sehrish Kiani', 'Tayyab Malik', 'Waqas Manzoor']"
820. Displaced Perssons,/title/tt3168794/?ref_=sr_i_820,2013,7.6,(27),,"Per Persson left Sweden 40 years ago. With his land rover he drove to Pakistan. There, he fell in love and came to live his life. In recent years his daughters Zahra and Maria, born and raised in Lahore, started to say: 'When will we go to Sweden?' instead of 'Good morning'. But in Urdu because they do not know a word of Swedish.The girls are strictly controlled by their uncles and Per has a dream to show them other ways of living: education, work. But mother Shamim does not want to go to a country where she is not allowed to have a donkey cart. 'What kind of freedom is that?' But they are three against one and the family decides to emigrate to their Shangri-La. They land in a caravan outside Hassleholm and all their expectations are turned upside down. A film about a subtle, warm and humorous family in a changing drama.","https://m.media-amazon.com/images/M/MV5BNzI0NjY2ZWQtOGVkYi00ZjQ3LWI3NWItNzA4YzBkZjk2ZDgzXkEyXkFqcGdeQXVyNjU3NjI4MzE@._V1_QL75_UY207_CR3,0,140,207_.jpg","['Drama', 'Back to top']","['Saba Qamar', 'Ahsan Khan', 'Kashif Mahmood', 'Jana Malik', 'Savera Nadeem', 'Moammar Rana', 'Resham']"
821. Roag,/title/tt29604303/?ref_=sr_i_821,2011,,,TV Series,,,"['Drama', 'Back to top']","['Asif Raza Mir', 'Qavi Khan', 'Afzaal Ahmad', 'Roohi Bano', 'Khayyam Sarhadi', 'Mona Siddiqui', 'Agha Sikander', 'Najma Mehboob']"
822. Kaash Main Teri Beti Na Hoti,/title/tt8929622/?ref_=sr_i_822,2011–2014,7.7,(7),TV Series,,"https://m.media-amazon.com/images/M/MV5BYTYzNjIwYmEtZWI1OS00NTJmLTk3OGQtNWUzNDNkMmM0YTI2XkEyXkFqcGdeQXVyOTE4NTIzNzI@._V1_QL75_UY207_CR34,0,140,207_.jpg","['Drama', 'Back to top']","['Kanwar Arsalan', 'Humayoun Ashraf', 'Sanam Chaudhry']"
823. Delhi Kay Bankay,/title/tt7352410/?ref_=sr_i_823,2007–2008,,,TV Series,,"https://m.media-amazon.com/images/M/MV5BNDg1OWYyZmYtNDEzMC00ZTYwLWJkOGItNmIxNWI2ZmNjMDk3XkEyXkFqcGdeQXVyNDExMjM0MzE@._V1_QL75_UY207_CR74,0,140,207_.jpg","['Drama', 'Back to top']","['Kinza Hashmi', 'Zarnish Khan', 'Faizan Khawaja', 'Annie Zaidi']"
824. Banjar,/title/tt0969656/?ref_=sr_i_824,2006– ,,,TV Series,,,"['Drama', 'Back to top']","['Riaz Akhtar', 'Bakht Rawan Bakht', 'Muhammad Adnan Bakht', 'Naik Khan', 'Nisar Khan', 'Nisha Khan', 'Mana Dar Sadiq', 'Zahida Tanha', 'Wasima Younus']"
825. Dehleez,/title/tt19374816/?ref_=sr_i_825,1981,,,TV Series,,,"['Comedy', 'Drama', 'Romance', 'Back to top']","['Ahmad Hassan', 'Hasan Ahmed', 'Sana Askari', 'Ushna Shah', 'Waseem Abbas']"
826. Shukrana,/title/tt12808212/?ref_=sr_i_826,2015– ,,,TV Series,,,"['Drama', 'Musical', 'Back to top']","['Rani', 'Aasia', 'Shahid Hameed', 'Kamaal Irani', 'Lehri', 'Mumtaz', 'Rangeela', 'Talat Siddiqui', 'Nayyar Sultana', 'Talish', 'Zummurud']"
827. Manchahi,/title/tt13411544/?ref_=sr_i_827,2016–2017,,,TV Mini Series,The story Manchahi is based on the life of Momina who lives a pampered life in a well to do family.,"https://m.media-amazon.com/images/M/MV5BNzE2N2U0ZDEtZDNmYS00NjVlLThkZGEtMDMwYWVjZDA5YmM2XkEyXkFqcGdeQXVyMTI0NzY1MTg5._V1_QL75_UY207_CR8,0,140,207_.jpg","['Drama', 'Back to top']",[]
828. Hiras,/title/tt6266904/?ref_=sr_i_828,2016– ,,,TV Series,,"https://m.media-amazon.com/images/M/MV5BNjYwYTllMjEtMjMzYi00ZjQ3LWI5NzUtY2Q4MzVlZjIxYmY3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjk4NTM2MDg@._V1_QL75_UY207_CR1,0,140,207_.jpg","['Short', 'Drama', 'Back to top']","['Saqib Hasan', 'Hassan Jaffery', 'Waqas Jamal', 'Ahad Aman Khan']"
829. Anokhay Raqeeb,/title/tt4097206/?ref_=sr_i_829,2014,8.6,(34),TV Movie,"The two couples in love have a plan- while Imran (Hasan Ahmed) decides to call Sonia (Sana Askari) over at his place in the guise of a cook, his wife Maira (Ushna Shah) suggests her love interest Zaid (Ahmed Hassan) that he should come over to her place as a driver, to fool 'Uncle' (Waseem Abbas)","https://m.media-amazon.com/images/M/MV5BMjYwNTViMzUtODIzYS00OGQxLWE1MTYtNzU1N2Q3ZTQwOGE1XkEyXkFqcGdeQXVyNDc2ODY3MjA@._V1_QL75_UY207_CR114,0,140,207_.jpg","['Drama', 'Musical', 'Back to top']","['Aurangzeb', 'Nisho', 'Rangeela', 'Sawan']"
830. Umrao Jaan Ada,/title/tt15729674/?ref_=sr_i_830,1972,,,,Based on Mirza Hadi Ruswa's novel of the same name.,,"['Drama', 'Back to top']","['Kamaal Irani', 'Talish']"
831. 4th ABU Children's Drama,/title/tt1077043/?ref_=sr_i_831,2007– ,,,TV Mini Series,,,"['Drama', 'History', 'Back to top']","['Aasia', 'Adeeb', 'Changiz', 'Meena Chaudhry', 'Fomi', 'Iqbal Hassan', 'Jamil', 'Yusuf Khan', 'Aslam Pervaiz', 'Rehan', 'Rozina', 'Santosh Russal', 'Saqi', 'M.D. Sheikh', 'Sabira Sultana', 'Talish', 'Tarana']"
832. I Accept Me!,/title/tt8706166/?ref_=sr_i_832,2011,,,Short,A gay boy goes to a typical teahouse in Karachi to take his usual Kashmiri chai.,"https://m.media-amazon.com/images/M/MV5BM2NjZjliYTktNjA0NC00ZWZiLWIxNDQtMDdhYmNkMzA0ZDQwXkEyXkFqcGdeQXVyNzMwOTY2NTI@._V1_QL75_UX140_CR0,0,140,207_.jpg","['Drama', 'Back to top']","['Rabab Hashim', 'Junaid Khan', 'Junaid Khan', 'Nadia Khan', 'Tauqeer Paul']"
833. Kubra Ashiq,/title/tt0256135/?ref_=sr_i_833,1973,3.2,(33),,,"https://m.media-amazon.com/images/M/MV5BNTNjOThhZjktNTllMC00NmQzLWIxNzMtYjg0Y2YxMjBiOTg1XkEyXkFqcGdeQXVyOTM3ODI3Mjk@._V1_QL75_UY207_CR4,0,140,207_.jpg","['Drama', 'Back to top']","['Shamim Ara', 'Tariq Aziz', 'Deeba Begum', 'Jameel Fakhri', 'Kaveeta', 'Najma Mehboob', 'Waheed Murad', 'Najma', 'Nanha', 'Habibur Rehman', 'Babra Sharif', 'Tariq']"
834. Nela parbat,/title/tt15360402/?ref_=sr_i_834,1969,,,,,,"['Drama', 'Back to top']","['Nimra Khan', 'Agha Ali', 'Kiran Haq', 'Parveen Akbar', 'Nida Mumtaz', 'Beena Chaudhary', 'Babar Khan']"
835. Gharnata,/title/tt7333318/?ref_=sr_i_835,1971,6.3,(7),,"Gharnata (Granada) was the last Muslim region in Spain, which was fall on January 2, 1492. The last Muslim ruler Emir Muhammad XII surrendered complete control to Fernando V and Isabella I, after the last battle of the Granada War.","https://m.media-amazon.com/images/M/MV5BYzg2MmMxNGQtNTY4Mi00YzM2LTllZjEtYTg5ZWNlNWEzMDUwXkEyXkFqcGdeQXVyNDExMjM0MzE@._V1_QL75_UY207_CR7,0,140,207_.jpg","['Documentary', 'Drama', 'Back to top']",[]
836. Kamzarf,/title/tt11338228/?ref_=sr_i_836,2019,7.9,(7),TV Series,,"https://m.media-amazon.com/images/M/MV5BYWIwN2YwNzUtYmRiZi00MGUyLWFlMGQtM2M2NDlhOTBmZWM1XkEyXkFqcGdeQXVyMTIyMzkwNzc1._V1_QL75_UY207_CR34,0,140,207_.jpg","['Drama', 'Back to top']","['Samina Ahmed', 'Rubina Ashraf', 'Sajid Hasan', 'Mehwish Hayat', 'Adnan Jilani', 'Mariya Khan', 'Sami Khan', 'Angeline Malik', 'Faysal Qureshi', 'Arjumand Rahim', 'Moammar Rana', 'Rehan Sheikh', 'Maria Wasti']"
837. Waqt,/title/tt14223406/?ref_=sr_i_837,1976,,,,"Amjad (Habib) is a son of Industrialist who fell in love with his servant daughter (Shamim Ara) and secretly married her. Upon returning to city, he couldn't convinced his father to low caste marriage which lead to their separation.","https://m.media-amazon.com/images/M/MV5BMzIwZGQzNzQtZWM2ZC00NjMwLWE0YTYtYTE3YTE2Mjg3MmMzXkEyXkFqcGdeQXVyNTA0ODI0NjA@._V1_QL75_UY207_CR7,0,140,207_.jpg","['Comedy', 'Drama', 'Mystery', 'Back to top']","['Uzma Gilani', 'Sajid Ibrahim', 'Farhana Maqsood', 'Savera Nadeem', 'Saleem Sheikh']"
838. Khoob Seerat,/title/tt11822540/?ref_=sr_i_838,2020– ,6.2,(6),TV Series,"Dilkash and Mahira, though opposite in nature, are best friends. Dilkash is pure at heart and has always sacrificed her own needs for Mahira's. Despite being secretly in love with Samar, Dilkash does everything possible to help Mahira and Samar's union. When a series of misunderstandings result in both their marriages falling apart, Mahira and Samar part ways with their life long bond broken. Though Dilkash feels sorry for her friend, Mahira starts to despise Dilkash's married life. In a world without trust and loyalty, will Dilkash be able to find a perfect ending to her story? Will Mahira ever be able to accept the reality of her situation? Or are the two friends destined to live separate lives?","https://m.media-amazon.com/images/M/MV5BMDcyNzI2YzItMDgyNi00ZDM3LWEwNmMtNTRiOTg5OWRjNmIxXkEyXkFqcGdeQXVyMTA5MzE0OTM3._V1_QL75_UX140_CR0,0,140,207_.jpg","['Drama', 'Family', 'Romance', 'Back to top']","['Babar Ali', 'Rabab Hashim', 'Junaid Khan']"
839. Silent Veil,/title/tt1543831/?ref_=sr_i_839,2009,7.8,(21),,"Staring out through melted eyelids, semi-blind and with her nose completely disintegrated, 21-year-old Irum Saeed tells the story of the day she lost her face. ""The boy threw acid at me because he could not tolerate my parent's rejection of his proposal"" says Irum, ""Even today, I cannot forget the crooked smile on his face, as he ran off"". Brought to the hospital by a passer-by, Irum woke up in hospital, ""I asked my mother for a mirror, but she said there was nothing left look at"". When Musarrat Misbah, the owner of a Beauty Salon, met another victim, she decided to take action. Her foundation, Smile Again, is designed to bring hope to these women by providing them with the means to undergo reconstructive surgery and moral support. Because the victims endure, ""Not just physical, even stronger is the inner pain, the unbearable pain"". Musarrat travels throughout Pakistan to meet not only victims, but also other Pakistanis, trying to gain insight into the cause of such a devastating issue. In educated circles there is a firm desire to tackle the problem. Author Faryal Ali Gohar maintains, ""If this could be a nation where the rights that are granted to men and women by the constitution and religious texts were understood, then we would be happier"". A primitive male dominant culture combined with Sharia law has left some parts of Pakistani society convinced they have a right to brutalise women for any perceived sleight. However, Musarrat is committed to get these women standing on their feet again. Nashreem Sharif who lost her sight when her face was burnt with acid at the age of 15, is one of just many women who have benefited from her help. Both shocking and heart-breaking, this documentary shows not only the atrocious injustices that some women are subjected to in Pakistan, but also the beauty behind the scarred faces of these women who have only one wish: to put the past behind and smile again.","https://m.media-amazon.com/images/M/MV5BMjA1OTg1NDk1MF5BMl5BanBnXkFtZTgwNTI2NzU3NjE@._V1_QL75_UX140_CR0,1,140,207_.jpg","['Drama', 'Back to top']","['Srha Asghar', 'Javed Iqbal', 'Kasim Khan', 'Mashal Khan', 'Atia Malik', 'Sunita Marshall', 'Agha Talal', 'Haris Waheed', 'Mizna Waqas', 'Maria Wasti']"
840. Akhri Barish,/title/tt30325220/?ref_=sr_i_840,2011,,,TV Series,"Scarlet shadows lingered in her past, but she stepped into the light, seeking redemption. Society's eyes, tainted by stereotypes, judged her. Yet she painted a new narrative, proving that beneath the labels, humanity prevailed.","https://m.media-amazon.com/images/M/MV5BMzhlOGExYzgtOGExNy00MDJjLTg5ZTAtMDljZWNmNmU3N2Q4XkEyXkFqcGdeQXVyMTYwMTk3OTAw._V1_QL75_UX140_CR0,1,140,207_.jpg","['Short', 'Drama', 'Back to top']","['Srha Asghar', 'Shabana Hassan', 'Vajdaan Shah']"
841. Punkh,/title/tt4321356/?ref_=sr_i_841,2002– ,6.2,(11),TV Series,,"https://m.media-amazon.com/images/M/MV5BMTNkZTRmY2YtZTNkZS00MjI0LWJlMDktOTliMGU1NWJmZDE2XkEyXkFqcGdeQXVyNDYwMTk5ODc@._V1_QL75_UY207_CR82,0,140,207_.jpg","['Drama', 'Back to top']","['Sabiha Hashmi', 'Aiman Khan', 'Asim Mehmood', 'Asad Siddiqui']"
842. Marzi,/title/tt10896030/?ref_=sr_i_842,2016,,,TV Series,"Manaal falls in love with Zain. He is Irfan's cousin, and works for him. Zain tries to stay away as his sister Maryam is married into Irfan's family and also, Zain's takes care of Irfan's lands. So the emotional relationship is one sided because Zain doesn't want to get involved with anyone that has any connection with Irfan. However, Irfan thinks that Zain is reciprocating the same feelings and Manaal is deliberately going against his decision, since he is not approving of this relationship. Manaal is eager to convince Zain. Irfan's dominating behavior irks her, therefore she wants both of them to be strong and go against her brother in law's wishes. Will Zain love her back? Will she be able to stand against Irfan? Is her one sided love strong enough to fulfill her aspirations?","https://m.media-amazon.com/images/M/MV5BN2MxMDNiOTAtMmE0Ni00M2Q1LThjYjctMGRkNWRhMGRmNWQyXkEyXkFqcGdeQXVyMTA5MzE0OTM3._V1_QL75_UX140_CR0,0,140,207_.jpg","['Action', 'Adventure', 'Comedy', 'Back to top']","['Rashid Farooqi', 'Saba Hameed', 'Behroze Sabzwari']"
843. Ab Meri Bari,/title/tt27671686/?ref_=sr_i_843,2023– ,,,TV Series,,"https://m.media-amazon.com/images/M/MV5BOGFjNTQzODMtN2YzMy00MDc2LThkNjgtOGQzNTJlOTc2ZjEwXkEyXkFqcGdeQXVyMTYyNzAwNTcw._V1_QL75_UY207_CR0,0,140,207_.jpg","['Drama', 'Music', 'Romance', 'Back to top']","['Barkat Ali', 'Sajjad Ali', 'Asifa Ataka', 'Farhan Baig', 'Abdul Ghani', 'Madeleine Hanna', 'Niggy Imtiaz', 'Irfan', 'Alamdar Khan', 'Shezi Khan', 'Ramiz Law', 'Ali Parkour', 'Abdul Rahim', 'Rahid Sami', 'Imran Shaukat', 'Talat', 'Vernin Uchong', 'Sabiha Zia']"
844. Efil,/title/tt13130070/?ref_=sr_i_844,2016,,,Short,"A man wakes up from an accident with no recollection of his past and ages in reverse as he re-lives all his past memories turning to a young adult, a boy and eventually an infant as he dies with his birth.","https://m.media-amazon.com/images/M/MV5BMjkyYzllYWUtZmExNC00Njk2LWFiYzQtZDhkZDM5YjkzYjU2XkEyXkFqcGdeQXVyMTA2MzQ1MjMz._V1_QL75_UY207_CR1,0,140,207_.jpg","['Drama', 'Romance', 'Back to top']","['Sarwat Gilani', 'Shamim Hilaly', 'Ahsan Khan', 'Manzoor Qureshi', 'Sanam Saeed', 'Zaheen Tahira']"
845. Gila Kis Say Karain,/title/tt14994248/?ref_=sr_i_845,2015,,,TV Series,,"https://m.media-amazon.com/images/M/MV5BMjU0Y2FlODQtOTMzMC00NTcwLTgzZDMtYTcwODJhZTY4NTFlXkEyXkFqcGdeQXVyMTA5MzE0OTM3._V1_QL75_UX140_CR0,0,140,207_.jpg","['Drama', 'Musical', 'Back to top']","['Nafees Begum', 'Asad Bukhari', 'ChunChun', 'Farida', 'Sultana Iqbal', 'M. Ismail', 'Jaggi Malik', 'Nabeela', 'Naghma', 'Nanha', 'Rangeela', 'Razia', 'Habibur Rehman', 'Sawan', 'A. Shah', 'Meena Shorey', 'Rangoon Wala', 'Zulfi']"
846. Chhappar Phaar Kay,/title/tt11117442/?ref_=sr_i_846,2016,,,,"Shakoor, is a man who run his household expenses by scrap dealing but Fareeda, Shakoor's spouse always be angry and make argue with Shakoor to become a scrap contractor as contractor takes a loin share, but Shakoor doesn't willing to quit inherent business at any cost. Dilruba, Shakoor's daughter surrendered in love with her childhood fiancée Ashiq. Ashiq is a son of Gulzar, a financially stabled scrap contractor. Shakoor is well informed about dating between Dilruba and Ashiq as he caught both red handed on date several times.","https://m.media-amazon.com/images/M/MV5BMWIxMTQ2MzUtMmM0NC00NjU4LWFkY2ItNzA4NTFlYTZhZDQ2XkEyXkFqcGdeQXVyMTAwNDA3NTEx._V1_QL75_UX140_CR0,0,140,207_.jpg","['Drama', 'Back to top']","['Danish Nawaz', 'Minal Khan', 'Hina Dilpazir']"
847. Dance Kahani,/title/tt5934420/?ref_=sr_i_847,2016,7.8,(33),,"""With her dream of pursuing a professional dance career shattered, Nizzy, an upscale British Pakistani, must now fight the odds to keep it alive in a society she never wanted to be a part of.""","https://m.media-amazon.com/images/M/MV5BNzM4NDhjNmEtMjU1Zi00YTk5LWE4NzYtYjk3MjU1OTkxN2NjXkEyXkFqcGdeQXVyMzc0NzU5MTc@._V1_QL75_UX140_CR0,5,140,207_.jpg","['Action', 'Drama', 'Back to top']","['Nazo', 'Neimat Sarhadi', 'Arbaaz Khan', 'Jahangir Khan']"
848. Dil Mera Dhadkan Teri,/title/tt11686662/?ref_=sr_i_848,2013,,,TV Movie,"Divided by class and status, Saad and Saira's union falls apart when the self-centered and jealous Beenish enters their lives.","https://m.media-amazon.com/images/M/MV5BNmE5MjdjMDEtYTZkZC00ODhhLWEyZjgtMzY1NmJkN2EwZDFjXkEyXkFqcGdeQXVyMTA5MzE0OTM3._V1_QL75_UX140_CR0,0,140,207_.jpg","['Drama', 'Back to top']","['Azfar Rehman', 'Hareem Farooq', 'Farhan Ali Agha', 'Shamil Khan', 'Salim Sheikh', 'Ismat Zaidi', 'Shakeel', 'Zuhab Khan', 'Madiha Rizvi', 'Hanif Bachan', 'Naheed Bahsir', 'Bashir Zahid', 'Rehan Saleem', 'Quratulain', 'Yousuf Kamal']"
849. Mela Do Din Da,/title/tt14110432/?ref_=sr_i_849,1968,,,,,,"['Drama', 'Back to top']","['Azfar Rehman', 'Syed Jibran', 'Anam Tanveer', 'Hina Altaf', 'Haroon Shahid', 'Amar Khan']"
850. Hum Sub Ajeeb Se Hain,/title/tt14993956/?ref_=sr_i_850,2016,,,TV Series,,,"['Drama', 'Back to top']",['Kamran Ahmed']
851. Niazbeen,/title/tt15110372/?ref_=sr_i_851,2004,,,,,,"['Drama', 'Back to top']","['Aaliya', 'Meena Chaudhry', 'Najmul Hussain', 'Ilyas Kashmiri', 'Yousaf Khan', 'Yusuf Khan', 'Nanha', 'Sultan Rahi', 'Rani', 'Habibur Rehman', 'Saiqa']"
852. Tere Baghair,/title/tt5290512/?ref_=sr_i_852,2015– ,6.4,(7),TV Series,"Rabia lives with husband Salman and two kids, but an accident changes her life.","https://m.media-amazon.com/images/M/MV5BY2Y4ZTE2Y2EtN2Y2ZC00ZTc1LTg1MWYtNmFiMjkzZTY3MGYzXkEyXkFqcGdeQXVyNTIwODMzNjc@._V1_QL75_UY207_CR94,0,140,207_.jpg","['Comedy', 'Drama', 'Romance', 'Back to top']","['Shehzad Sheikh', 'Sonya Hussyn', 'Khalid Anam', 'Zulqarnain Haider']"
