Title,URL,release_year,rating,votes,type,des,pos,crews,stars
853. Aik Aur Munafiq,/title/tt14993254/?ref_=sr_i_853,2020,,,TV Series,Aik Aur Munafiq is a series of different episodes highlighting the element of hypocrisy that prevails in the relationships.,"https://m.media-amazon.com/images/M/MV5BOTkzY2NkYmQtYjQ2OS00NTU0LTgzYTMtZDI0ODkzN2EyMDA3XkEyXkFqcGdeQXVyMTMzMjE5NDky._V1_QL75_UX140_CR0,0,140,207_.jpg","['Drama', 'Back to top']","['Mohsin Khan', 'Raja Tariq Mehmood', 'Ghulam Mohiuddin', 'Mohsin', 'Natasha', 'Neeli', 'Humayun Qureshi', 'Moammar Rana', 'Resham']"
854. Temporary Boyfriend,/title/tt6558814/?ref_=sr_i_854,,,,,,,"['Drama', 'Back to top']","['Kiran Haq', 'Firdaus Jamal', 'Ghulam Mohiuddin', 'Sohail Sameer']"
855. Taxi Driver,/title/tt2132477/?ref_=sr_i_855,1970,6.8,(7),,,"https://m.media-amazon.com/images/M/MV5BYjE2NDM4OTgtZGI1YS00NTM3LWJhODEtNTczZjdhY2RkNzAyXkEyXkFqcGdeQXVyOTM3ODI3Mjk@._V1_QL75_UY207_CR5,0,140,207_.jpg","['Drama', 'Back to top']","['Ajmal', 'Akmal', 'Firdous', 'Sawan', 'Mazhar Shah', 'Shirin', 'Talish']"
856. Bhaagti Bareera,/title/tt3914564/?ref_=sr_i_856,2014,6.8,(21),TV Movie,The story of Bareera who manages to escape from her impending marriage each time.,"https://m.media-amazon.com/images/M/MV5BY2FjYWM0NzMtYzM4ZS00M2Q2LTk3NDAtNmUzZDViMzg3NjdhXkEyXkFqcGdeQXVyNDc2ODY3MjA@._V1_QL75_UY207_CR7,0,140,207_.jpg","['Drama', 'Back to top']","['Afzaal Ahmad', 'Ali Ahmad', 'Ejaz Akhtar', 'Aurangzeb', 'Nadeem Baig', 'Deeba Begum', 'Najma Begum', 'Jamil Bismil', 'Chakram', 'Hanif', 'Master Khurram', 'Najma Mehboob', 'Nimmo', 'Khayyam Sarhadi', 'Shabnam']"
857. Kurrion Ko Daley Dana,/title/tt6513110/?ref_=sr_i_857,1996,,,,,,"['Short', 'Comedy', 'Drama', 'Back to top']","['Uzair Ali', 'Faisal Chaudhary']"
858. Koi Meray Dil Say Pouchay,/title/tt29119065/?ref_=sr_i_858,2012,,,TV Series,,"https://m.media-amazon.com/images/M/MV5BMmJjMDY2M2ItY2I2MC00YmJhLTk1M2ItMzQwNzlkYWRlMDIxXkEyXkFqcGdeQXVyMjQwOTAzMzY@._V1_QL75_UX140_CR0,0,140,207_.jpg","['Short', 'Drama', 'Back to top']","['Sadaf Ashaan', 'Syed Jibran', 'Navin Waqar']"
859. Malangi,/title/tt4335758/?ref_=sr_i_859,1965,6.4,(6),,,"https://m.media-amazon.com/images/M/MV5BZDYwZDYwNWEtNzQyMS00MzVjLWFiNDEtZWFhMGJiNmI3ODgzXkEyXkFqcGdeQXVyOTM3ODI3Mjk@._V1_QL75_UX140_CR0,7,140,207_.jpg","['Short', 'Drama', 'Mystery', 'Back to top']","['Kashif Ayub', 'Mehmood Baloch', 'Junaid Butt', 'Aslam Latar', 'Mohib Mirza', 'Obaid-Ur-Rehman Qureshi', 'Akbar Subhani']"
860. Qurbani,/title/tt6710718/?ref_=sr_i_860,1981,7.6,(12),,,"https://m.media-amazon.com/images/M/MV5BNWU2NmU2ZmMtMDBiMy00ZDI3LWIxMjgtMDlmMjA2ZDBhNzVjXkEyXkFqcGdeQXVyOTM3ODI3Mjk@._V1_QL75_UY207_CR0,0,140,207_.jpg","['Drama', 'Back to top']","['Kamaal Irani', 'Waheed Murad', 'Ibrahim Nafees', 'Nirala', 'Zeba']"
861. The Drone and the Kid,/title/tt6003708/?ref_=sr_i_861,2017,,,Short,A lonely Pakistani boy finds the camera device from a crashed U.S. military drone and is able to finally get the attention he craves when he discovers it's still able to transmit to the American drone operator on the other side.,"https://m.media-amazon.com/images/M/MV5BZjlhMzRiZjktNWNjZS00NmQ4LTg5NTktNmUxM2NmMDRkY2JkXkEyXkFqcGdeQXVyMTYzNjc2MDM@._V1_QL75_UX140_CR0,1,140,207_.jpg","['Drama', 'Back to top']","['Beenish Chohan', 'Ayub Khoso', 'Hassan Niazi']"
862. Besharam,/title/tt21635570/?ref_=sr_i_862,2021,8.0,(9),Short,"Nobia (Navin Waqar) has been divorced twice and chooses to live a life on her terms. She feels that the institution of marriage is not for her. Being a successful businesswoman, she wants to live her life to the fullest.","https://m.media-amazon.com/images/M/MV5BYjVhYzI4MTctYjM3ZC00OWYyLWE4OTEtY2U3OGIwZjc4MWMxXkEyXkFqcGdeQXVyMTU1NTc3NjU5._V1_QL75_UY207_CR3,0,140,207_.jpg","['Documentary', 'Short', 'Drama', 'Back to top']",['Marijn Poels']
863. Special Drink Aka Mystery Theatre,/title/tt3697354/?ref_=sr_i_863,2002,,,TV Short,"Sheru, twelve year old only son of a roadside hotel owner, used to host people with his special tea made by himself. Very kind, well mannered child who was fond of studies but never agreed to go to big town for education fearing his father would be alone without him. An ill mannered driver, used to come to hotel and misbehave with waiters if something goes wrong. Sheru apologizes him. Some boys come to the hotel and ask about nearby Mill, Sheru treats them very well and they promise to come daily for breakfast and teach Sheru something. One day a snake bit Sheru whilst he went to bring her school bag when the boys came to hotel. The boys tried to took him to hospital in their van but the same truck driver who left hotel sometime ago didn't give them the way, not knowing who were they, and Sheru died on the way. After few days when the driver came back to hotel, Sheru's father presented him Special Tea, when driver asked about Sheru, father told him that he died and about a truck driver who stopped their way. The driver recalled everything. Sheru's father kept filling his cup with tea telling him the details. Driver whilst leaving the hotel felt like he has been poisoned in tea. He kept feeling that and on his way this time the boys were in front of him in their van. This time they didn't know if something was wrong with truck driver and they didn't leave the way for him. When driver arrived hospital he told that he was poisoned and he couldn't survive. Doctor, when checked diagnosed that he had a heart attack.","https://m.media-amazon.com/images/M/MV5BNDk0ODIxYWItYzE2MS00YmMxLWJkYmEtZDM1MTNhNjUzZDE2XkEyXkFqcGdeQXVyMjUxNzk5MjM@._V1_QL75_UY207_CR1,0,140,207_.jpg","['Drama', 'Back to top']","['Tasneem Kausar', 'Shamil Khan', 'Irfan Khoosat', 'Kinza Malik', 'Rashid Mehmood', 'Hassan Mrad', 'Seemab Muzaffar', 'Samina Peerzada', 'Nasreen Qureshi', 'Saania Saeed', 'Sohail Sameer']"
864. Heera Aur Patthar,/title/tt1603846/?ref_=sr_i_864,1964,3.5,(25),,,"https://m.media-amazon.com/images/M/MV5BZWZkYmVhMjMtY2IyOC00NTZlLTkwMTItODUzZWIwODIyNjRmXkEyXkFqcGdeQXVyOTM3ODI3Mjk@._V1_QL75_UY207_CR4,0,140,207_.jpg","['Crime', 'Drama', 'Family', 'Back to top']","['Sajid Hassan', 'Sara Khan', 'Nida Mumtaz']"
865. Sadori,/title/tt8988438/?ref_=sr_i_865,2004–2005,,,TV Series,,,"['Crime', 'Drama', 'Reality-TV', 'Back to top']","['Imran Ashraf', 'Samina Ahmed', 'Sonya Hussyn', 'Behroze Sabzwari', 'Imran Aslam', 'Farah Nadeem', 'Sundus Tariq', 'Kaif Ghanavi', 'Humayoun Ashraf', 'Mehjabeen']"
866. Between Two Worlds,/title/tt2536824/?ref_=sr_i_866,2012,6.4,(13),Short,Between Two Worlds is a portrait about the Dutch filmmaker Marijn Poels He works in third world countries so much that he doesn't know where he belongs anymore.,"https://m.media-amazon.com/images/M/MV5BYThiMTZiOGQtMzFjMi00Y2JjLWEwYTUtMDIzODc2NGUyMzU1XkEyXkFqcGdeQXVyMjQ2MTM3NTQ@._V1_QL75_UY207_CR2,0,140,207_.jpg","['Drama', 'Back to top']","['Humayoun Ashraf', 'Rubina Ashraf', 'Fawwad Jalal']"
867. Kalmoohi,/title/tt1636696/?ref_=sr_i_867,2010– ,7.0,(9),TV Series,,"https://m.media-amazon.com/images/M/MV5BYjY5MjlhMDEtODBhOS00ZTQ4LWI0ZTYtNzBiMWRhMzA3Yjc2XkEyXkFqcGdeQXVyMTY1OTM5MTgy._V1_QL75_UY207_CR8,0,140,207_.jpg","['Short', 'Drama', 'Back to top']",[]
868. Dekho Chand Aaya,/title/tt10505540/?ref_=sr_i_868,2016,,,TV Series,"Dekho Chand Aya is the story of star crossed lovers, Chand and Hassan. When a misunderstanding between the two makes them drift apart, Hassan's sister-in-law uses this to bring Chand back home for her own purposes.","https://m.media-amazon.com/images/M/MV5BZDgwYmFlNTItYjljZS00Y2NhLWJkOTAtZGJmMjZmNjNmMGI0XkEyXkFqcGdeQXVyMTAwNDA3NTEx._V1_QL75_UX140_CR0,0,140,207_.jpg","['Drama', 'Back to top']","['Beenish Chohan', 'Faiq Khan', 'Maham Nizami', 'Afsha Qureshi', 'Bilal Qureshi']"
869. Aise Jalay Jiya,/title/tt8802754/?ref_=sr_i_869,2013–2014,,,TV Series,Aman's son-in-law wishes to work in a foreign country but he doesn't have the requisite money for traveling to abroad. Then he forces his wife for money to go abroad but when she asks her mother for it. She puts in stake the happiness of her son by playing with the lives of her daughter in law.,"https://m.media-amazon.com/images/M/MV5BZjY4OGFlZTEtNTk5Yy00ZWYyLTgzMzgtZTQ1ZTBhZjBhYWY3XkEyXkFqcGdeQXVyODg5NzI4NzE@._V1_QL75_UX140_CR0,1,140,207_.jpg","['Drama', 'Back to top']","['Adeel Husain', 'Adarsh Ayaz', 'Mohammad Ahmad', 'Annie', 'Saleem Mairaj', 'Mani', 'Danish Taimoor']"
870. Manjdhar,/title/tt13498404/?ref_=sr_i_870,2016–2017,,,TV Series,Story revolves around a woman Saleema who is an over possessive mother,"https://m.media-amazon.com/images/M/MV5BNTdmYTg3ZGEtOTVhMy00NzU4LTkwZmUtMjhkZGU3MzEyNzA4XkEyXkFqcGdeQXVyMTI0NzY1MTg5._V1_QL75_UX140_CR0,0,140,207_.jpg","['Short', 'Drama', 'Back to top']","['Pervez Bashir', 'Iqbal Gazdar', 'Shamsul Hasan', 'Tahzeeb Jaffery', 'Muhammad Yahya']"
871. Mumtaz Bhai,/title/tt28283348/?ref_=sr_i_871,2023,,,Short,,"https://m.media-amazon.com/images/M/MV5BZTkwOTQyZmYtYWIwMC00YjcyLWJjOWItZmZkY2YzOWM3NTcyXkEyXkFqcGdeQXVyMjQwOTAzMzY@._V1_QL75_UX140_CR0,0,140,207_.jpg","['Drama', 'Back to top']","['Waheed Murad', 'Sabiha Khanum', 'Rani', 'Asad Jaafri', 'Santosh Kumar', 'Lehri', 'Baby Najmi']"
872. Kaanch Ke Rishtay,/title/tt14994274/?ref_=sr_i_872,2015,,,TV Series,,"https://m.media-amazon.com/images/M/MV5BODhkZTA4MDktZjJmYS00ZjEyLTg2YWMtZTliZDE5MjY3YzM3XkEyXkFqcGdeQXVyMTA5MzE0OTM3._V1_QL75_UX140_CR0,0,140,207_.jpg","['Drama', 'Back to top']","['Bushra Ansari', 'Shagufta Ejaz', 'Fahad Mustafa', 'Saleem Sheikh', 'Nahid Shabbir', 'Saira Khan', 'Ayesha Sana', 'Shabbir Jan', 'Adnan Jilani', 'Shaood Alvi', 'Kaiser Khan Nizamani', 'Sara Loren', 'Khayyam Sarhadi', 'Faria Sahir', 'Jahanzeb Gurchani', 'Ehtasham Warsi', 'Khizer', 'Parveen Akbar']"
873. Dunya Goal Hai,/title/tt5543656/?ref_=sr_i_873,2007,,,,,,"['Drama', 'Back to top']","['Khalid Ahmed', 'Shama Askari', 'Nimra Bucha', 'Arif Hassan', 'Amna Ilyas', 'Mohammed Javed', 'Fawad Khan', 'Gule Rana', 'Gohar Rasheed', 'Adnan Shah']"
874. They Are Killing the Horse,/title/tt0246979/?ref_=sr_i_874,1979,,,Short,"A subtle blend of fiction and documentary, the film is a condemnation of the treatment of women and the mentally ill in Pakistan. The story follows the mental disintegration of a young woman.",,"['Short', 'Drama', 'Back to top']",[]
875. Devar Bhabi,/title/tt29256873/?ref_=sr_i_875,1967,,,,,"https://m.media-amazon.com/images/M/MV5BYmJjNDJkYjgtMDc4Yy00MWY3LTk1MzAtNmJhM2FkMWZhMmVmXkEyXkFqcGdeQXVyNTA0ODI0NjA@._V1_QL75_UX140_CR0,1,140,207_.jpg","['Short', 'Action', 'Crime', 'Back to top']",[]
876. Makan Aka Home a Heaven,/title/tt3917240/?ref_=sr_i_876,2006– ,6.1,(16),TV Series,"A rich family of two brothers Nawaz (Khayyam Sarhadi) and Shehbaz (Shabbir Jan) own a Cinema House. Nawaz is married with a rich lady Bhabi G also known as Tayee G (Bushra Ansari) who is dominant and rules over the whole family members while Shehbaz is married with a typical eastern woman Mehru (Shagufta Ejaz) who is very obedient of her husband and in-laws. Nawaz has two children, Zahra (Ayesha Sana) and Akbar Shahood Alvi. Naheed (Maira Khan) who loves Akbar commit suicide after being refused by his mother Bhabi G to marry Akbar. Shehbaz often snubs his own wife and children, Jaffer (Saleem Sheikh), Gulfam (Fahad Mustafa) and Seema (Saira Khan) because of his Bhabi G to whom he is always faithful whether it's a right decision or wrong. Shehbaz hides his divorce from family and is living with wife for twelve years. Nawaz's wife (Bhabi G) had relationships outside of marriage with her brother in-law Shehbaz. Jaffer gets job in bank and he moves to his new house provided by bank. He helps Saima (Naheed Shabbir)from ex-husband's blackmailing and later marries to her. Zahra has two kids from her husband Azam (Kaiser Khan Nizamani) but not getting enough attention from him, she is having affair with her friend's husband Shahid (Jahanzeb Gurchani). Ghulfam marries to film actress Nazli (Sara Loren) and takes power of attorney for all property from Bhabi G by doing fraud and transfers all property papers in his wife's name. Nazli and his malicious father takes over all the business from Nawaz, who can't absorb the shock and dies in Heartattach. Bhabi G gets paralyzed by pushing her down the stairs by Nazli and his father. Later Nazli's father gets arrested in involvement of Bhabi G's only son Akbar's (Shahood Alvi) murder.","https://m.media-amazon.com/images/M/MV5BZWYyM2MyYjktMjY2ZS00N2JkLTg5ZTItYTJmNGQ3YjI3YWVlXkEyXkFqcGdeQXVyNTIwODMzNjc@._V1_QL75_UY207_CR75,0,140,207_.jpg","['Drama', 'Musical', 'Back to top']","['Nadeem Baig', 'Nanna', 'Babra Sharif', 'Talish']"
877. Gardaab,/title/tt5459756/?ref_=sr_i_877,2016,,,,"Trapped in the web of ethnic strife in the brutal underbelly of Karachi, ""Gardaab"" is a tale of two lovers' journey as they struggle to break away from the unending cycle of violence that haunts the metropolis.","https://m.media-amazon.com/images/M/MV5BNGUwNzFlOGQtYTJkNS00NmYzLTk2NzYtNzFkZjZmYjdjOGJiXkEyXkFqcGdeQXVyMjAyODI5ODE@._V1_QL75_UX140_CR0,1,140,207_.jpg","['Drama', 'Back to top']",[]
878. Deception,/title/tt7245460/?ref_=sr_i_878,2018,,,Short,"A fruit seller, hawking on the streets of Karachi, Pakistan, uses deceptive means to earn extra money. One day, quite by accident, he is compelled to look into the eyes of a man he has recently deceived.","https://m.media-amazon.com/images/M/MV5BN2U1NTNhYzctNGVjZS00M2UzLTkxNWItM2QyYzJjYzQzYmE3XkEyXkFqcGdeQXVyNjk0OTI5ODc@._V1_QL75_UY207_CR3,0,140,207_.jpg","['Drama', 'Back to top']","['Syed Kamal', 'Yusuf Khan', 'Salma Mumtaz', 'Naghma', 'Aslam Pervaiz', 'Sultan Rahi', 'Rangeela', 'Rani']"
879. Paradox,/title/tt8820696/?ref_=sr_i_879,2018,,,Video,"It's a story about two guys, one of them(character A) is already involved in the crime world and is involved in the dirty business of killing. This guy further tries to involve this guy(character B) who wants to earn easy money through such means. Though the character A has been living in the dark side of life since a while but his heart and soul are sound and he has the realization that what he's doing is wrong and he fears about his aftermath while the new guy that is entering this business( character B) doesn't care about his life after death. They both become good friends, upon discussions they often talk about their believes about god and afterlife and how they'd want their life after death to be, or how they see themselves as, in darkness or in the god's light. After few months, character B gets so involved in this business that he shots a fire at character A. character A remains confused as to why it happens. In the end, it is revealed that character B was basically a secret agent working under cover, just to reach those people and to end their whole gang.","https://m.media-amazon.com/images/M/MV5BYWE0NzFhZDctOTcwYS00YjVkLTljODEtMTZiOGQ5YzM3MDkwXkEyXkFqcGdeQXVyNjkxNTYyNDE@._V1_QL75_UY207_CR114,0,140,207_.jpg","['Comedy', 'Drama', 'Romance', 'Back to top']","['Sania Saeed', 'Madiha Imam', 'Muneeb Butt', 'Rasikh Ismail', 'Seemi Pasha', 'Shabana Shaikh', 'Hammad Sheikh']"
880. Zindagi,/title/tt9742110/?ref_=sr_i_880,1978,,,,An agriculturist returns to Pakistan from Thailand and tries to imply his modern method of farming. His adopted father has to disclose a critical family secret because of which he was sent abroad in the first place.,"https://m.media-amazon.com/images/M/MV5BNGZmZGZkYWQtYzQ0MS00MTkyLWJkOTQtZTM0ZDdiZTRjNDE0XkEyXkFqcGdeQXVyMTA2OTMxMzY5._V1_QL75_UY207_CR71,0,140,207_.jpg","['Drama', 'Back to top']","['Sabreen Hisbani', 'Saima Noor', 'Sindhyar Baloch', 'Sajid Hassan', 'Saima Khan']"
881. Heroes,/title/tt8204558/?ref_=sr_i_881,1h 25m,,,,Two lost souls meet and take an unexpected journey together.,,"['Drama', 'Family', 'Romance', 'Back to top']","['Sameer Sohail', 'Fazila Lashari', 'Fahad Shaikh', 'Naheed Shabbir', 'Natalia Awais']"
882. Bhai Bhai,/title/tt2956176/?ref_=sr_i_882,1972,,,,,,"['Drama', 'Back to top']","['Zaib Chaudhry', 'Ajab Gul', 'Ahsan Khan', 'Asad Malik', 'Mukarram', 'Farah Shah']"
883. Good Morning Sasu Maa,/title/tt28482707/?ref_=sr_i_883,2023,,,TV Movie,"Maira is offered a position as the host of a famous morning show. However, it transpires that the host she is going to replace will soon be her mother-in-law. As a result, she desperately attempts to hide the job offer.","https://m.media-amazon.com/images/M/MV5BZGZlMTVlY2QtZmQwYi00YjMxLTliMWUtZjU2YzRlZDA3Nzk3XkEyXkFqcGdeQXVyNDc2ODY3MjA@._V1_QL75_UX140_CR0,8,140,207_.jpg","['Drama', 'Back to top']","['Mohammad Ali', 'Usama Sadaqat', 'Waleed Javed', 'Abdullah Masood']"
884. Mubarak Ho Beti Hui Hai,/title/tt21618598/?ref_=sr_i_884,2017,,,TV Series,,"https://m.media-amazon.com/images/M/MV5BYWRhNTAyYmYtZjA1YS00ODc4LWFmMTQtOWQ4ZWQ2M2NmMjUxXkEyXkFqcGdeQXVyMTQ3Nzc3Njc1._V1_QL75_UX140_CR0,1,140,207_.jpg","['Drama', 'Back to top']","['Zara Sheikh', 'Nadeem Baig', 'Resham', 'Ali Tabish', 'Sajid Hasan', 'Shakila Hassan', 'Kanwal', 'Ashar Khan', 'Khushboo', 'Mehreen', 'Babrak Shah', 'Waqqas Qadir Sheikh', 'Ali Sher']"
885. Haya Kay Rang,/title/tt19063460/?ref_=sr_i_885,2016–2018,,,TV Series,,,"['Drama', 'Romance', 'Back to top']","['Sara Khan', 'Yasir Shah', 'Zara Barring', 'Naman Shaw', 'Yatin Karyekar', 'Madhu Anand Chandhock', 'Anima Pagare', 'Vicky Thawani', 'Naveed Zakaria', 'Amaira Thawani', 'Hari Bhoge', 'Kunal Bhoge', 'Sara Khan']"
886. Chashman,/title/tt0969659/?ref_=sr_i_886,2006– ,5.8,(7),TV Series,"Chashman the character is played by the Actress Farah Shah, Chashman when young was adopted by Mahagul character played by the actress ""Naveed Shehzad"". Mahagul has two sons elder one is Shahgul her step son, played by Asad and her own younger child Shahnoor character played by Ahsen Khan. Chashman grew up with Shahgul all her life hence developed a sweet understanding which eventually took its form in a love relationship. Mahagul as mother was very happy and they accept the decision of both by set up their engagement. The younger son Shahnoor lives abroad for his studies and comes back as he hear the words about brother's engagement but things takes another path when Shahnoor finds himself in love with Chashman.",,"['Drama', 'Back to top']","['Rubina Arif', 'Azekah Daniel', 'Saba Faisal', 'Mehwish Hayat', 'Rida Isfahani', 'Kamran Jillani', 'Ali Kazmi', 'Tahir Kazmi', 'Faiq Khan', 'Qavi Khan', 'Shaheen Khan', 'Farhana Maqsood', 'Hassan Niazi', 'Adnan Siddiqui']"
887. Redemption Series,/title/tt28915021/?ref_=sr_i_887,2022– ,,,TV Series,"Explore the captivating journey of a life counselor as he navigates the complexities of people's lives around him. Witness his exceptional ability to provide contemporary solutions to modern-day dilemmas. This inspiring cinematic masterpiece empowers those grappling with life's challenges, offering a beacon of hope and motivation.","https://m.media-amazon.com/images/M/MV5BNTI3ZmQ1ZWUtZjZhOS00ZWY5LWJlNTgtNDE1NDRiZjA4YzI2XkEyXkFqcGdeQXVyMTE1MzA0MTI4._V1_QL75_UX140_CR0,0,140,207_.jpg","['Drama', 'Back to top']","['Bilal Qureshi', 'Srha Asghar', 'Fatima Kasuri']"
888. The Wolf and the Wayfarer,/title/tt3912252/?ref_=sr_i_888,2016,7.2,(8),Short,A wandering pilgrim encounters a stranger while searching for a fabled monastery.,"https://m.media-amazon.com/images/M/MV5BNWFlYWE5MDMtZTU4ZS00YTc4LTkzOWUtMjZmMmI0MGJlM2ZkXkEyXkFqcGdeQXVyMTAzMjEzMzg@._V1_QL75_UX140_CR0,0,140,207_.jpg","['Drama', 'Back to top']","['Kifayat Hussain Bhatti', 'Asad Bukhari', 'Ali Ejaz', 'Sultan Rahi', 'Rani', 'Razia', 'Sawan', 'Mazhar Shah', 'Munawar Zarif']"
889. Pehla Pehla Pyar,/title/tt0806150/?ref_=sr_i_889,2006,4.8,(15),,"Zimmy (Ali Tabish) and Tina (Resham) belong to middle-class families; live and study in Dubai, and fall in love after initial indecisiveness. Zimmy becomes a famous singer thanks to Tina who appears in his first music video as a friendly-cum-romantic gesture. Seth Tahir Dawood (Nadeem) in Bangkok catches a glimpse of Tina on TV and asks his personal secretary, played by Kanwal, to arrange his meeting with her. The secretary is helped by Sweetie (Sajid Hasan), Tina's brother - a drunkard and a gambler - who manages to convince her mother that the 40-something Seth is the perfect match for Tina. Zimmy returns from an outdoor shoot to learn of the marriage and heartbroken, vows never to get married. But unknown to him, he is admired by Haya (Zara Sheikh), the daughter of Seth Dawood and Tina's step daughter. The film moves at an amazingly rapid pace in the latter half, but sadly in no particular direction. People die as if there is they have some kind of death wish, and the abrupt conclusion confirms that the director, for reasons better known to him, was in a rush to wrap things up.","https://m.media-amazon.com/images/M/MV5BYjFjMjBhY2UtYTZmNC00OGMzLWEzMjEtNTZiYjVjN2QzZjAwL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNTAzMTc1NjE@._V1_QL75_UY207_CR7,0,140,207_.jpg","['Drama', 'Back to top']","['Nadeem Baig', 'Bobita', 'Allauddin', 'Abdul Latif Baloch', 'Sabiha Khanum', 'Santosh Kumar', 'Lehri', 'Rozina', 'Saiqa']"
